Группы,UUID,Тип,Код,Наименование,Внешний код,Артикул,Единица измерения,Цена: Розничная цена,Закупочная цена,Описание,Минимальная цена,Страна,НДС,Поставщик,Вес,Объем,"Доп. поле: Розничная наценка, %",Доп. поле: Длина,Доп. поле: Ширина,Доп. поле: Высота,Доп. поле: Бренд,Доп. поле: Артикул поставщика,Доп. поле: Артикул производителя,Доп. поле: Кратность отгрузки,Доп. поле: ОЕМ номер
КАТЕГОРИИ ТОВАРОВ/Двигатель,dcb03063-e8ba-11ec-0a80-0c2e002db179,Товар,1-175152,"Патрубок вентиляции картера (сапуна) ВАЗ 2192, 2194, 21127 верхний малый от клапанной крышки БРТ",В192158v,21127-1014058Р,шт,"60,00","29,70","Патрубок вентиляции картера (сапуна) ВАЗ 2192, 2194, 21127 верхний малый от клапанной крышки БРТ","40,00",,20,"ООО ""ТД ВОСХОД""",0,0,100,,,,БРТ,192158v,21127-1014058Р,1,
КАТЕГОРИИ ТОВАРОВ/Двигатель,dfd22247-73c6-11ed-0a80-01140082c847,Товар,ПР-000195,"Натяжитель ремня генератора Г-3302 дв.Chrysler 2,4  PartsProfe",УТ000008393,HB3-0193,шт,"3990,00","2933,00","Натяжитель ремня генератора Г-3302 дв.Chrysler 2,4  PartsProfe","3230,00",,20,ИП Куканов Александр Алексеевич,0,0,36,,,,PartsProfe,УТ000008393,,1,HB3-0193
КАТЕГОРИИ ТОВАРОВ/Двигатель,e217e2c1-328f-11ee-0a80-008700048a56,Товар,11-000305,Набор прокладок ДВС ЗМЗ-405 ГБО Стандарт Фортехникс в уп.,17_00122390,PK-405,компл,"1050,00","741,39",Набор прокладок ДВС ЗМЗ-405 ГБО Стандарт Фортехникс в уп.,"820,00",,20,"ООО ""СТМ""",0,0,41,,,,Фортехникс,17_00122390,,1,PK-405
КАТЕГОРИИ ТОВАРОВ/Двигатель,e4387ab9-d3e4-11ee-0a80-04cf0024a2cf,Товар,1-932064,Патрубки воздушного фильтра для а/м Г-3302 двс Cummins 2 шт. Riginal 174176,В98069s,2705-1109192-10,компл,"1970,00","1442,36",Патрубки воздушного фильтра для а/м Г-3302 двс Cummins 2 шт. Riginal 174176,"1590,00",Китай,20,"ООО ""ТД ВОСХОД""",0,0,36,,,,Riginal,98069s,,1,
КАТЕГОРИИ ТОВАРОВ/Двигатель,e497215b-f156-11ec-0a80-062600150d2d,Товар,6-034991,"Опора двигателя задняя FORD Fiesta V, Fusion, MAZDA 2, 1.2-1.6, 01-08 FEM0023 (1 шт) FEM0023",БFEM0023,FEM0023,,"3050,00","1975,00","Опора двигателя задняя FORD Fiesta V, Fusion, MAZDA 2, 1.2-1.6, 01-08 FEM0023","5909,00",,20,ООО Берг,0,0,30,,,,FENOX,FEM0023,FEM0023,1,"1 141 459,1 146 866,1 313 587,1 323 096,1 327 601,1 344 687,1 437 544,1 437 545,FEM0023,4935 7911,FM-FUS,1482080,M8080275,DD32-39-060, DD32-39-040A"
КАТЕГОРИИ ТОВАРОВ/Двигатель,e518929d-9bd4-11ed-0a80-1026000c1c3a,Товар,1-300994,Насос масляный двс 402 ЗМЗ,В26592s,24-1011009-02,шт,"4500,00","3307,19",Насос масляный двс 402 ЗМЗ,"3640,00",Россия,20,"ООО ""ТД ВОСХОД""",0,0,36,,,,ЗМЗ-Автокомпонент,26592s,,1,24-1011009-02
КАТЕГОРИИ ТОВАРОВ/Двигатель,e549bad7-9bd4-11ed-0a80-1026000c1c48,Товар,ПР-000478,Моторокомплект УАЗ 100 мм (полный комплект) группа Б Автомагнат,ТАСУТ000010517,421-1004018,компл,"4640,00","3408,02",Моторокомплект УАЗ 100 мм (полный комплект) группа Б Автомагнат,"3750,00",Китай,20,ИП Лукаш Татьяна Юрьевна,0,0,36,,,,АВТОМАГНАТ,УТ000010517,,1,421-1004018
КАТЕГОРИИ ТОВАРОВ/Двигатель,e74c9c10-9bd4-11ed-0a80-1026000c1cd5,Товар,ПР-000479,Моторокомплект УАЗ 100.5 мм ДВС-4216; 4313 Евро-3 (полный комплект) группа Б Автомагнат,ТАСУТ000011300,421-1004018-23,компл,"4890,00","3592,71",Моторокомплект УАЗ 100.5 мм ДВС-4216; 4313 Евро-3 (полный комплект) группа Б Автомагнат,"3960,00",Китай,20,ИП Лукаш Татьяна Юрьевна,0,0,36,,,,АВТОМАГНАТ,УТ000011300,,1,421-1004018-23
КАТЕГОРИИ ТОВАРОВ/Двигатель,e8203abd-3f9e-11ec-0a80-00d3004fe155,Товар,2-112720,Набор прокладок двигателя ГАЗ 402 дв. (паронит),034493,4021,компл,"160,00","91,80",Набор прокладок двигателя ГАЗ 402 дв. (паронит),"110,00",,20,"ООО ""АВТО-ТРАСТ""",125,0,72,430,280,5,ВАТИ,034493,4021,1,4021
КАТЕГОРИИ ТОВАРОВ/Двигатель,e84d1118-3f9e-11ec-0a80-00d3004fe191,Товар,2-112723,"Набор прокладок двигателя ГАЗ 402 дв. (полный) (пробка) ""Riginal"" ""Premium""",448248,RG402-3906022-101,компл,"1280,00","903,60","Набор прокладок двигателя ГАЗ 402 дв. (полный) (пробка) ""Riginal"" ""Premium""","1000,00",,20,"ООО ""АВТО-ТРАСТ""",500,0,41,550,300,20,Riginal,448248,RG402-3906022-101,1,RG402-3906022-101
КАТЕГОРИИ ТОВАРОВ/Двигатель,e883446b-3f9e-11ec-0a80-00d3004fe1e1,Товар,2-112727,"Набор прокладок двигателя ГАЗ 405 дв. (полный) (пр-ка гол.блока герметик) Стандарт ""КВАДРАТИС""",395531,KVP-405-3906022-02,компл,"950,00","669,20","Набор прокладок двигателя ГАЗ 405 дв. (полный) (пр-ка гол.блока герметик) Стандарт ""КВАДРАТИС""","740,00",,20,"ООО ""АВТО-ТРАСТ""",640,0,41,605,310,20,КВАДРАТИС,395531,KVP-405-3906022-02,1,KVP-405-3906022-02
КАТЕГОРИИ ТОВАРОВ/Двигатель,e8aa7143-3f9e-11ec-0a80-00d3004fe21d,Товар,2-112730,Набор прокладок двигателя ГАЗ 405 дв. Евро-3 (паронит),057073,ДВ-406ЕПФ-НД-ТС,компл,"230,00","158,90",Набор прокладок двигателя ГАЗ 405 дв. Евро-3 (паронит),"180,00",,20,"ООО ""АВТО-ТРАСТ""",40,0,41,325,230,1,Н.Новгород,057073,ДВ-406ЕПФ-НД-ТС,1,
КАТЕГОРИИ ТОВАРОВ/Двигатель,e8e496cb-3f9e-11ec-0a80-00d3004fe26d,Товар,2-112734,"Набор прокладок двигателя ГАЗ 405 дв. Евро-3 (полный) Люкс ""КВАДРАТИС""",395537,KVP-40524-3906022-03,компл,"2310,00","1693,00","Набор прокладок двигателя ГАЗ 405 дв. Евро-3 (полный) Люкс ""КВАДРАТИС""","1870,00",,20,"ООО ""АВТО-ТРАСТ""",650,0,36,555,300,20,КВАДРАТИС,395537,KVP-40524-3906022-03,1,KVP-40524-3906022-03
КАТЕГОРИИ ТОВАРОВ/Двигатель,e9d79e65-3f9e-11ec-0a80-00d3004fe3d5,Товар,2-112752,"Набор прокладок двигателя Г-3302 ""Бизнес"" УМЗ-4216 дв.",070684,070684,компл,"100,00","69,70","Набор прокладок двигателя Г-3302 ""Бизнес"" УМЗ-4216 дв.","80,00",,20,"ООО ""АВТО-ТРАСТ""",60,0,36,300,210,3,Москва,070684,070684,1,070684
КАТЕГОРИИ ТОВАРОВ/Двигатель,ea487a16-3f9e-11ec-0a80-00d3004fe461,Товар,2-112759,"Набор прокладок двигателя Г-3302 ""Бизнес"" УМЗ-4216 дв. (полный) Стандарт ""КВАДРАТИС""",395542,KVP-4216-3906022-02,компл,"720,00","505,80","Набор прокладок двигателя Г-3302 ""Бизнес"" УМЗ-4216 дв. (полный) Стандарт ""КВАДРАТИС""","560,00",,20,"ООО ""АВТО-ТРАСТ""",740,0,41,550,300,30,КВАДРАТИС,395542,KVP-4216-3906022-02,1,KVP-4216-3906022-02
КАТЕГОРИИ ТОВАРОВ/Двигатель,ea80d5b3-3f9e-11ec-0a80-00d3004fe4b1,Товар,2-112763,Набор прокладок двигателя Г-3302 дв. Cummins ISF 2.8 (полный с сальниками),206863,206863,компл,"3990,00","2933,00",Набор прокладок двигателя Г-3302 дв. Cummins ISF 2.8 (полный с сальниками),"3230,00",,20,"ООО ""АВТО-ТРАСТ""",1235,0,36,530,300,30,Foton,206863,206863,1,206863
КАТЕГОРИИ ТОВАРОВ/Двигатель,ea8eff82-3f9e-11ec-0a80-00d3004fe4c5,Товар,2-112764,Набор прокладок двигателя УАЗ (10 поз.) 92 л.с.,460065,420-4213,компл,"100,00","49,00",Набор прокладок двигателя УАЗ (10 поз.) 92 л.с.,"60,00",,20,"ООО ""АВТО-ТРАСТ""",100,0,100,270,170,20,Н.Новгород,460065,УМЗ 420-4213,1,420-4213
КАТЕГОРИИ ТОВАРОВ/Двигатель,eae9bdf7-3f9e-11ec-0a80-00d3004fe53d,Товар,2-112770,"Набор прокладок двигателя УАЗ дв. 417 (полный) 90 л.с. ""Riginal""",448252,RG417-3906020,компл,"120,00","58,90","Набор прокладок двигателя УАЗ дв. 417 (полный) 90 л.с. ""Riginal""","70,00",,20,"ООО ""АВТО-ТРАСТ""",50,0,100,300,210,10,Riginal,448252,RG417-3906020,1,
КАТЕГОРИИ ТОВАРОВ/Двигатель,ec162cba-e687-11ee-0a80-15c500071978,Товар,ПР-005410,"Насос масляный (для дв. ЗМЗ-514, 51432, в т.ч. для ЗМЗ-406, 405, 409 при условии замены кронштейна держателя масляного насоса",KNU-1011010-75,KNU-1011010-75				,шт,"7890,00","5800,00","Насос масляный (для дв. ЗМЗ-514, 51432, в т.ч. для ЗМЗ-406, 405, 409 при условии замены кронштейна держателя масляного насоса","6380,00",,20,"ООО ""КИТ""",0,0,36,,,,KENO,KNU-1011010-75,,1,KNU-1011010-75
КАТЕГОРИИ ТОВАРОВ/Двигатель,ee076f99-9bd4-11ed-0a80-1026000c1e8f,Товар,ПР-000413,Набор ГРМ XTURBO двс 405 Евро-2 (на башмаках) Идеальная фаза,УТ000011893,406-3906625-2,компл,"9420,00","6926,00",Набор ГРМ XTURBO двс 405 Евро-2 (на башмаках) Идеальная фаза,"7620,00",Китай,20,ИП Куканов Александр Алексеевич,0,0,36,,,,XTURBO,УТ000011893,,1,406-3906625-2
КАТЕГОРИИ ТОВАРОВ/Двигатель,f61fe65d-3f9e-11ec-0a80-00d3004ff0d8,Товар,2-112889,Направляющие втулки клапанов УАЗ УМЗ-421 (100 л.с.),253745,421-1007033,компл,"880,00","620,10",Направляющие втулки клапанов УАЗ УМЗ-421 (100 л.с.),"690,00",,20,"ООО ""АВТО-ТРАСТ""",515,0,41,120,70,20,УМЗ,253745,421-1007033,1,421-1007033
КАТЕГОРИИ ТОВАРОВ/Двигатель,f669ca74-87fc-11ec-0a80-05c3005079ce,Товар,1-160887,Накладка клапанной крышки ВАЗ 21127 пластик Сызрань,В139215v,21127100865000,шт,"1890,00","1389,45",,"1530,00",Россия,20,"ООО ""ТД ВОСХОД""","0,9","0,016",36,"0,5","0,4","0,08",LADA,139215v,21127100865000,1,
КАТЕГОРИИ ТОВАРОВ/Двигатель,f774ee5b-3f9e-11ec-0a80-00d3004ff291,Товар,2-112911,"Натяжитель цепи ГАЗ 405, 406 дв.""ЗМЗ"" в сборе + звезды ГРМ",416012,040600390662510,компл,"8520,00","6598,00","Натяжитель цепи ГАЗ 405, 406 дв.""ЗМЗ"" в сборе + звезды ГРМ","7260,00",,20,"ООО ""АВТО-ТРАСТ""",4505,0,29,325,145,75,UAZ,416012,040600390662510,1,040600390662510
КАТЕГОРИИ ТОВАРОВ/Двигатель,f7c026b9-3f9e-11ec-0a80-00d3004ff2f5,Товар,2-112916,"Натяжитель цепи ГАЗ 405,409 дв. ""Прогресс"" ""Идеальная фаза"" в сборе + звезды ГРМ (цепи CZ Чехия)",305702,406.3906625-14,компл,"8940,00","6930,00","Натяжитель цепи ГАЗ 405,409 дв. ""Прогресс"" ""Идеальная фаза"" в сборе + звезды ГРМ (цепи CZ Чехия)","7630,00",,20,"ООО ""АВТО-ТРАСТ""",3540,0,29,185,180,70,PROGRESS,305702,406.3906625-14,1,406.3906625-14
КАТЕГОРИИ ТОВАРОВ/Двигатель,f7dfb665-3f9e-11ec-0a80-00d3004ff31d,Товар,2-112918,"Натяжитель цепи ГАЗ 405,409 дв. ""Прогресс"" ""Идеальная фаза"" в сборе + звезды ГРМ Евро-3",265503,406.3906625-05,компл,"12080,00","9363,60","Натяжитель цепи ГАЗ 405,409 дв. ""Прогресс"" ""Идеальная фаза"" в сборе + звезды ГРМ Евро-3","10300,00",,20,"ООО ""АВТО-ТРАСТ""",3945,0,29,285,190,70,PROGRESS,265503,406.3906625-05,1,406.3906625-05
КАТЕГОРИИ ТОВАРОВ/Двигатель,feb2bf86-0e9d-11ee-0a80-13ed0027722b,Товар,1-313864,"Натяжитель цепи ГРМ ВАЗ 2101 автоматический Пилот, 2101-1006060 (1шт.)",В8426v,2101-1006060,шт,"830,00","732,26","Натяжитель цепи ГРМ ВАЗ 2101 автоматический Пилот, 2101-1006060 (1шт.)","810,00",Россия,20,"ООО ""ТД ВОСХОД""","0,184","0,0284",13,9,7,"4,5",Pilot,8426v,2101-1006060,1,2101-1006060
КАТЕГОРИИ ТОВАРОВ/Двигатель,feefd078-0e9d-11ee-0a80-13ed0027723d,Товар,1-313865,"Натяжитель цепи ГРМ ВАЗ 2101 ВолгаАвтоПром, VAP-001-1059 (1шт.)",В8824v,VAP-001-1059,шт,"480,00","334,08","Натяжитель цепи ГРМ ВАЗ 2101 ВолгаАвтоПром, VAP-001-1059 (1шт.)","370,00",Россия,20,"ООО ""ТД ВОСХОД""","0,2","0,0192",41,8,6,4,ВолгаАвтоПром,8824v,2101-1006060,1,VAP-001-1059
КАТЕГОРИИ ТОВАРОВ/Двигатель,ff2c20fb-0e9d-11ee-0a80-13ed00277258,Товар,1-313866,"Натяжитель цепи ГРМ ВАЗ 2101 ТЗА оригинал, 2101-100606000 (1шт.)",В2360v,2101-100606000,шт,"910,00","802,33","Натяжитель цепи ГРМ ВАЗ 2101 ТЗА оригинал, 2101-100606000 (1шт.)","890,00",Россия,20,"ООО ""ТД ВОСХОД""","0,208","0,0192",13,8,6,4,ТЗА,2360v,2101-1006060,1,2101-100606000
КАТЕГОРИИ ТОВАРОВ/Двигатель,0751b5dc-0e9f-11ee-0a80-13ed00280853,Товар,1-315004,"Полукольца коленвала ремонтные 2,45 з-д 2 шт., 7277v (1шт.)",В7277v,7277v,компл,"180,00","122,60","Полукольца коленвала ремонтные 2,45 з-д 2 шт., 7277v (1шт.)","140,00",Россия,20,"ООО ""ТД ВОСХОД""","0,024","0,0028",41,7,4,1,Тольятти,7277v,7277v,1,
КАТЕГОРИИ ТОВАРОВ/Двигатель,07fb7256-0e9f-11ee-0a80-13ed00280883,Товар,1-315007,"Полукольца коленвала стандартные 2,31 з-д 2 шт., 7278v (1шт.)",В7278v,7278v,компл,"180,00","122,60","Полукольца коленвала стандартные 2,31 з-д 2 шт., 7278v (1шт.)","140,00",Россия,20,"ООО ""ТД ВОСХОД""","0,022","0,0014",41,7,4,"0,5",Димитровград,7278v,7278v,1,
КАТЕГОРИИ ТОВАРОВ/Двигатель,11f49d31-87fd-11ec-0a80-05c300508a1c,Товар,1-161086,Поддон картера ВАЗ 2101,В2604v,21010100901000,шт,"1130,00","797,30",Поддон картера ВАЗ 2101,"880,00",Россия,20,"ООО ""ТД ВОСХОД""",2,"0,0252",41,"0,15","0,33","0,51",LADA,2604v,21010100901000,1,21010100901000
КАТЕГОРИИ ТОВАРОВ/Двигатель,151147e7-3f9f-11ec-0a80-00d300501d4c,Товар,2-113274,"Пластина датчика фазы Г-3302 406 дв. ""ЗМЗ""",537383,040600384702620,шт,"280,00","196,10","Пластина датчика фазы Г-3302 406 дв. ""ЗМЗ""","220,00",,20,"ООО ""АВТО-ТРАСТ""",50,0,41,15,70,40,ЗМЗ,537383,040600384702620,1,
КАТЕГОРИИ ТОВАРОВ/Двигатель,17ab99c8-3f9f-11ec-0a80-00d3005020ac,Товар,2-113317,"Подушка двигателя Г-3302 405 дв, ""Крайслер""дв. ГАЗ-560 дв. ""ЕВРО""-3 ""CS-20""",514152,14886,шт,"1460,00","1068,30","Подушка двигателя Г-3302 405 дв, ""Крайслер""дв. ГАЗ-560 дв. ""ЕВРО""-3 ""CS-20""","1180,00",,20,"ООО ""АВТО-ТРАСТ""",911,0,36,150,150,50,CS-20,514152,14886,1,
КАТЕГОРИИ ТОВАРОВ/Двигатель,17c50404-3f9f-11ec-0a80-00d3005020d4,Товар,2-113319,"Подушка двигателя Г-3302, Г-3110",001525,3102-1001020,шт,"200,00","138,20","Подушка двигателя Г-3302, Г-3110","160,00",,20,"ООО ""АВТО-ТРАСТ""",355,0,41,100,60,60,Чайковский,001525,3102-1001020,1,3102-1001020
КАТЕГОРИИ ТОВАРОВ/Двигатель,17d3100c-3f9f-11ec-0a80-00d3005020e8,Товар,2-113320,"Подушка двигателя Г-3302, Г-3110  ""БалаковоЗапчасть"" (в упак.)",441268,07621,шт,"360,00","255,20","Подушка двигателя Г-3302, Г-3110  ""БалаковоЗапчасть"" (в упак.)","290,00",,20,"ООО ""АВТО-ТРАСТ""",250,0,41,100,60,60,Балаково Запчасть,441268,07621,1,07621
КАТЕГОРИИ ТОВАРОВ/Двигатель,17fc0d22-3f9f-11ec-0a80-00d300502125,Товар,2-113323,"Подушка двигателя Г-3302, Г-3110  ""СЭВИ-ЭКСПЕРТ""",342409,5114,шт,"480,00","339,36","Подушка двигателя Г-3302, Г-3110  ""СЭВИ-ЭКСПЕРТ""","380,00",,20,"ООО ""АВТО-ТРАСТ""",415,0,41,110,70,60,СЭВИ,342409,5114,1,5114
КАТЕГОРИИ ТОВАРОВ/Двигатель,18163d3d-3f9f-11ec-0a80-00d30050214d,Товар,2-113325,"Подушка двигателя Г-3302, Г-3110  (2 шт.) ""Riginal""",389590,RG3102-1001804,компл,"670,00","471,60","Подушка двигателя Г-3302, Г-3110  (2 шт.) ""Riginal""","520,00",,20,"ООО ""АВТО-ТРАСТ""",800,0,41,280,185,70,Riginal,389590,RG3102-1001804,1,RG3102-1001804
